THE SEED IS: 7

OVERALL JOB STATS -
JobId=0 ArrivalTime=54.72228669512229 StartTime=54.72228669512229 EndTime=54.84728669512232 NumIters=10
IterStartTime=54.72228669512229 IterEndTime=54.734786695122295 LossValue=0.392837895627038
IterStartTime=38.82641786958897 IterEndTime=38.838917869588975 LossValue=0.002655566347190828
IterStartTime=38.838917869588975 IterEndTime=38.85141786958898 LossValue=-1.5580486693915485E-4
JobId=29 ArrivalTime=5.863755813704885 StartTime=5.863755813704885 EndTime=5.951255813704886 NumIters=7
IterStartTime=5.863755813704885 IterEndTime=5.876255813704885 LossValue=0.25654557205168205
IterStartTime=5.876255813704885 IterEndTime=5.888755813704885 LossValue=0.06581494793430198
IterStartTime=5.888755813704885 IterEndTime=5.901255813704886 LossValue=0.01688367574241156
IterStartTime=5.901255813704886 IterEndTime=5.913755813704886 LossValue=0.0043305296003249135
IterStartTime=5.913755813704886 IterEndTime=5.926255813704886 LossValue=0.0011100640165442913
IterStartTime=5.926255813704886 IterEndTime=5.938755813704886 LossValue=2.838648741999268E-4
IterStartTime=5.938755813704886 IterEndTime=5.951255813704886 LossValue=7.190638402124E-5
JobId=30 ArrivalTime=28.451237994885304 StartTime=28.451237994885304 EndTime=28.576237994885297 NumIters=10
IterStartTime=28.451237994885304 IterEndTime=28.463737994885303 LossValue=0.5043686378600248
IterStartTime=28.463737994885303 IterEndTime=28.476237994885302 LossValue=0.26204550735322546
IterStartTime=28.476237994885302 IterEndTime=28.4887379948853 LossValue=0.14858611447466766
IterStartTime=28.4887379948853 IterEndTime=28.5012379948853 LossValue=0.08965630933459935
IterStartTime=28.5012379948853 IterEndTime=28.5137379948853 LossValue=0.055851360802807934
IterStartTime=28.5137379948853 IterEndTime=28.5262379948853 LossValue=0.0348687767352196
IterStartTime=28.5262379948853 IterEndTime=28.5387379948853 LossValue=0.021021369215867555
IterStartTime=28.5387379948853 IterEndTime=28.551237994885298 LossValue=0.011430925187076908
IterStartTime=28.551237994885298 IterEndTime=28.563737994885297 LossValue=0.004526839775662803
IterStartTime=28.563737994885297 IterEndTime=28.576237994885297 LossValue=-6.027030342285224E-4
JobId=31 ArrivalTime=30.53140049856491 StartTime=30.53140049856491 EndTime=30.656400498564903 NumIters=10
IterStartTime=30.53140049856491 IterEndTime=30.54390049856491 LossValue=0.608668719700713
IterStartTime=30.54390049856491 IterEndTime=30.55640049856491 LossValue=0.3091474469552109
IterStartTime=30.55640049856491 IterEndTime=30.568900498564908 LossValue=0.16703484721661263
IterStartTime=30.568900498564908 IterEndTime=30.581400498564907 LossValue=0.09689684979761429
IterStartTime=30.581400498564907 IterEndTime=30.593900498564906 LossValue=0.058634773320444616
IterStartTime=30.593900498564906 IterEndTime=30.606400498564906 LossValue=0.035841264600026665
IterStartTime=30.606400498564906 IterEndTime=30.618900498564905 LossValue=0.021282364571130856
IterStartTime=30.618900498564905 IterEndTime=30.631400498564904 LossValue=0.011459559042508734
IterStartTime=30.631400498564904 IterEndTime=30.643900498564904 LossValue=0.00453685605866494
IterStartTime=30.643900498564904 IterEndTime=30.656400498564903 LossValue=-5.172044988824218E-4
JobId=32 ArrivalTime=37.52874966376214 StartTime=37.52874966376214 EndTime=37.65374966376217 NumIters=10
IterStartTime=37.52874966376214 IterEndTime=37.541249663762144 LossValue=0.385213750763321
IterStartTime=37.541249663762144 IterEndTime=37.55374966376215 LossValue=0.1710309765602178
IterStartTime=37.55374966376215 IterEndTime=37.56624966376215 LossValue=0.08957278335146238
IterStartTime=37.56624966376215 IterEndTime=37.57874966376215 LossValue=0.05173175348129803
IterStartTime=37.57874966376215 IterEndTime=37.591249663762156 LossValue=0.03140514278362544
IterStartTime=37.591249663762156 IterEndTime=37.60374966376216 LossValue=0.01931063265200498
IterStartTime=37.60374966376216 IterEndTime=37.61624966376216 LossValue=0.01155769564288114
IterStartTime=37.61624966376216 IterEndTime=37.628749663762164 LossValue=0.006300146457117385
IterStartTime=37.628749663762164 IterEndTime=37.64124966376217 LossValue=0.002574965984950134
IterStartTime=37.64124966376217 IterEndTime=37.65374966376217 LossValue=-1.586998476999172E-4
JobId=33 ArrivalTime=95.02412092381991 StartTime=95.02412092381991 EndTime=95.14912092381994 NumIters=10
IterStartTime=95.02412092381991 IterEndTime=95.03662092381991 LossValue=0.6723266806980239
IterStartTime=95.03662092381991 IterEndTime=95.04912092381991 LossValue=0.4346735335067691
IterStartTime=95.04912092381991 IterEndTime=95.06162092381992 LossValue=0.28226741901338503
IterStartTime=95.06162092381992 IterEndTime=95.07412092381992 LossValue=0.18507571342288176
IterStartTime=95.07412092381992 IterEndTime=95.08662092381992 LossValue=0.12126694108158598
IterStartTime=95.08662092381992 IterEndTime=95.09912092381992 LossValue=0.07782659402112913
IterStartTime=95.09912092381992 IterEndTime=95.11162092381993 LossValue=0.04720257853918272
IterStartTime=95.11162092381993 IterEndTime=95.12412092381993 LossValue=0.024930319903779752
IterStartTime=95.12412092381993 IterEndTime=95.13662092381993 LossValue=0.008286305554327647
IterStartTime=95.13662092381993 IterEndTime=95.14912092381994 LossValue=-0.0044475527991268
JobId=34 ArrivalTime=91.0190385999921 StartTime=91.0190385999921 EndTime=91.14403859999213 NumIters=10
IterStartTime=91.0190385999921 IterEndTime=91.0315385999921 LossValue=0.7126278409553701
IterStartTime=91.0315385999921 IterEndTime=91.0440385999921 LossValue=0.5045705100373177
IterStartTime=91.0440385999921 IterEndTime=91.05653859999211 LossValue=0.35393708370731164
IterStartTime=91.05653859999211 IterEndTime=91.06903859999211 LossValue=0.24487854187273245
IterStartTime=91.06903859999211 IterEndTime=91.08153859999211 LossValue=0.1659202001761959
IterStartTime=91.08153859999211 IterEndTime=91.09403859999212 LossValue=0.1087543916242768
IterStartTime=91.09403859999212 IterEndTime=91.10653859999212 LossValue=0.06736636855820961
IterStartTime=91.10653859999212 IterEndTime=91.11903859999212 LossValue=0.037401456022046364
IterStartTime=91.11903859999212 IterEndTime=91.13153859999213 LossValue=0.015706871048354505
IterStartTime=91.13153859999213 IterEndTime=91.14403859999213 LossValue=1.3877787807814457E-17
JobId=35 ArrivalTime=7.569319853735024 StartTime=7.569319853735024 EndTime=7.694319853735026 NumIters=10
IterStartTime=7.569319853735024 IterEndTime=7.581819853735024 LossValue=0.6024653536111251
IterStartTime=7.581819853735024 IterEndTime=7.5943198537350245 LossValue=0.33047000296460466
IterStartTime=7.5943198537350245 IterEndTime=7.606819853735025 LossValue=0.1895537812918679
IterStartTime=7.606819853735025 IterEndTime=7.619319853735025 LossValue=0.11430503822877808
IterStartTime=7.619319853735025 IterEndTime=7.631819853735025 LossValue=0.07092008942212316
IterStartTime=7.631819853735025 IterEndTime=7.644319853735025 LossValue=0.0440529220736566
IterStartTime=7.644319853735025 IterEndTime=7.656819853735025 LossValue=0.026403343965540203
IterStartTime=7.656819853735025 IterEndTime=7.669319853735026 LossValue=0.014241947111620714
IterStartTime=7.669319853735026 IterEndTime=7.681819853735026 LossValue=0.005530512269006808
IterStartTime=7.681819853735026 IterEndTime=7.694319853735026 LossValue=-9.120560452171508E-4
JobId=36 ArrivalTime=65.0695779980479 StartTime=65.0695779980479 EndTime=65.19457799804793 NumIters=10
IterStartTime=65.0695779980479 IterEndTime=65.08207799804791 LossValue=0.7280885218994299
IterStartTime=65.08207799804791 IterEndTime=65.09457799804791 LossValue=0.5263823586525385
IterStartTime=65.09457799804791 IterEndTime=65.10707799804791 LossValue=0.37675507341990255
IterStartTime=65.10707799804791 IterEndTime=65.11957799804792 LossValue=0.2657603267760683
IterStartTime=65.11957799804792 IterEndTime=65.13207799804792 LossValue=0.1834235139188782
IterStartTime=65.13207799804792 IterEndTime=65.14457799804792 LossValue=0.1223453912466955
IterStartTime=65.14457799804792 IterEndTime=65.15707799804792 LossValue=0.07703713920603578
IterStartTime=65.15707799804792 IterEndTime=65.16957799804793 LossValue=0.04342710646161281
IterStartTime=65.16957799804793 IterEndTime=65.18207799804793 LossValue=0.01849490867858096
IterStartTime=65.18207799804793 IterEndTime=65.19457799804793 LossValue=0.0
JobId=37 ArrivalTime=65.66387585515263 StartTime=65.66387585515263 EndTime=65.78887585515265 NumIters=10
IterStartTime=65.66387585515263 IterEndTime=65.67637585515263 LossValue=0.7408019958606773
IterStartTime=65.67637585515263 IterEndTime=65.68887585515263 LossValue=0.5446484795948376
IterStartTime=65.68887585515263 IterEndTime=65.70137585515263 LossValue=0.3962051994422194
IterStartTime=65.70137585515263 IterEndTime=65.71387585515264 LossValue=0.28386763934156356
IterStartTime=65.71387585515264 IterEndTime=65.72637585515264 LossValue=0.19885383880849938
IterStartTime=65.72637585515264 IterEndTime=65.73887585515264 LossValue=0.13451786538518634
IterStartTime=65.73887585515264 IterEndTime=65.75137585515265 LossValue=0.08583027054327096
IterStartTime=65.75137585515265 IterEndTime=65.76387585515265 LossValue=0.04898491381114556
IterStartTime=65.76387585515265 IterEndTime=65.77637585515265 LossValue=0.021101418700624486
IterStartTime=65.77637585515265 IterEndTime=65.78887585515265 LossValue=-1.3877787807814457E-17
JobId=38 ArrivalTime=53.61774414353807 StartTime=53.61774414353807 EndTime=53.7427441435381 NumIters=10
IterStartTime=53.61774414353807 IterEndTime=53.63024414353807 LossValue=0.6354121820845043
IterStartTime=53.63024414353807 IterEndTime=53.642744143538074 LossValue=0.3949037677992334
IterStartTime=53.642744143538074 IterEndTime=53.65524414353808 LossValue=0.25029070278537224
IterStartTime=53.65524414353808 IterEndTime=53.66774414353808 LossValue=0.16174752326448016
IterStartTime=53.66774414353808 IterEndTime=53.68024414353808 LossValue=0.10511406317221439
IterStartTime=53.68024414353808 IterEndTime=53.692744143538086 LossValue=0.06722195431228783
IterStartTime=53.692744143538086 IterEndTime=53.70524414353809 LossValue=0.04082788845369637
IterStartTime=53.70524414353809 IterEndTime=53.71774414353809 LossValue=0.02179627684775439
IterStartTime=53.71774414353809 IterEndTime=53.730244143538094 LossValue=0.0076640042672844536
IterStartTime=53.730244143538094 IterEndTime=53.7427441435381 LossValue=-0.003096249934446113
JobId=39 ArrivalTime=65.8729298097057 StartTime=65.8729298097057 EndTime=65.99792980970572 NumIters=10
IterStartTime=65.8729298097057 IterEndTime=65.8854298097057 LossValue=0.4254030093429519
IterStartTime=65.8854298097057 IterEndTime=65.8979298097057 LossValue=0.20523033027468157
IterStartTime=65.8979298097057 IterEndTime=65.9104298097057 LossValue=0.11262407927134596
IterStartTime=65.9104298097057 IterEndTime=65.9229298097057 LossValue=0.06686801189283414
IterStartTime=65.9229298097057 IterEndTime=65.93542980970571 LossValue=0.0413045090722952
IterStartTime=65.93542980970571 IterEndTime=65.94792980970571 LossValue=0.025681371753144028
IterStartTime=65.94792980970571 IterEndTime=65.96042980970572 LossValue=0.01547174008797702
IterStartTime=65.96042980970572 IterEndTime=65.97292980970572 LossValue=0.008447336006920537
IterStartTime=65.97292980970572 IterEndTime=65.98542980970572 LossValue=0.0034140150211209724
IterStartTime=65.98542980970572 IterEndTime=65.99792980970572 LossValue=-3.1289734975596326E-4
